#
# Uncertainties in the thermally averaged Gaunt factors.
# The layout is the same as the table above.
#
  1.8350e-04  1.7763e-04  1.7763e-04  1.7840e-04  2.0919e-04  1.7923e-04  1.8298e-04  2.1707e-04  2.1192e-04  2.1192e-04  1.7922e-04  1.8297e-04  2.1271e-04  2.2279e-04  2.2379e-04  1.7912e-04  1.7910e-04  2.2254e-04  2.0709e-04  2.0779e-04  2.2028e-04  2.0877e-04  2.1133e-04  2.0604e-04  2.0991e-04  2.2525e-04  2.2427e-04  2.1508e-04  2.1407e-04  2.1312e-04  2.1746e-04  2.1010e-04  1.6887e-04  1.6792e-04  1.8863e-04  1.8243e-04  1.6894e-04  1.7070e-04  2.1292e-04  1.7511e-04  1.6611e-04  2.0122e-04  1.6890e-04  1.5877e-04  1.7499e-04  1.6575e-04  1.6077e-04  1.9686e-04  1.6214e-04  1.5335e-04  1.6860e-04  1.8240e-04  1.6662e-04  1.5732e-04  1.4448e-04  1.7715e-04  1.6399e-04  1.3933e-04  1.8553e-04  1.5091e-04  1.6125e-04  1.6559e-04  1.4650e-04  1.5972e-04  1.5094e-04  1.6397e-04  1.5278e-04  1.4312e-04  1.3245e-04  1.6541e-04  1.4441e-04  1.4678e-04  1.4823e-04  1.3187e-04  1.2184e-04  1.5880e-04  1.3705e-04  1.4049e-04  1.4132e-04  1.3289e-04  1.3862e-04
  2.0065e-04  2.0065e-04  2.0065e-04  1.8844e-04  1.8844e-04  2.0065e-04  1.9085e-04  2.0594e-04  2.0594e-04  2.0280e-04  1.9084e-04  2.0064e-04  2.0591e-04  2.0110e-04  2.0276e-04  2.0278e-04  2.0054e-04  2.0094e-04  1.9506e-04  1.9748e-04  1.9763e-04  1.8981e-04  1.8978e-04  1.9375e-04  1.7933e-04  1.7698e-04  1.7545e-04  1.7493e-04  1.7431e-04  1.7357e-04  2.1481e-04  2.1393e-04  1.7584e-04  1.9411e-04  1.7390e-04  1.8848e-04  1.6964e-04  2.1152e-04  1.7217e-04  2.0442e-04  1.9987e-04  1.6794e-04  1.6243e-04  1.7377e-04  1.5935e-04  1.9067e-04  1.8327e-04  1.8984e-04  1.4862e-04  1.6739e-04  1.8112e-04  1.6549e-04  1.5610e-04  1.4344e-04  1.8751e-04  1.5300e-04  1.3830e-04  1.7660e-04  1.4892e-04  1.6005e-04  1.6775e-04  1.4539e-04  1.5498e-04  1.5872e-04  1.6271e-04  1.5817e-04  1.3899e-04  1.3142e-04  1.5040e-04  1.3414e-04  1.4560e-04  1.4700e-04  1.6248e-04  1.2083e-04  1.4936e-04  1.3514e-04  1.3932e-04  1.4004e-04  1.3157e-04  1.3741e-04  1.2999e-04
  1.9283e-04  1.9283e-04  1.9283e-04  2.0713e-04  1.8336e-04  1.8722e-04  1.8516e-04  1.8545e-04  1.8545e-04  1.8335e-04  1.8721e-04  1.8009e-04  1.7641e-04  1.8160e-04  1.8330e-04  1.8331e-04  1.7628e-04  1.7626e-04  2.0621e-04  1.7881e-04  2.0784e-04  2.0489e-04  2.1264e-04  2.0446e-04  2.0370e-04  2.0347e-04  1.7582e-04  1.7540e-04  1.7490e-04  1.7432e-04  1.6858e-04  2.0199e-04  2.0091e-04  2.0445e-04  1.9855e-04  1.9732e-04  2.0200e-04  1.7104e-04  2.0312e-04  1.9291e-04  1.6665e-04  1.6140e-04  1.7964e-04  1.9173e-04  1.8940e-04  1.6202e-04  1.4822e-04  1.4763e-04  1.6120e-04  1.4842e-04  1.6437e-04  1.5487e-04  1.4241e-04  1.8618e-04  1.5189e-04  1.6201e-04  1.7000e-04  1.4781e-04  1.6510e-04  1.6300e-04  1.4428e-04  1.5726e-04  1.5741e-04  1.3323e-04  1.5691e-04  1.3783e-04  1.2759e-04  1.6273e-04  1.3296e-04  1.2272e-04  1.5143e-04  1.6117e-04  1.4289e-04  1.3622e-04  1.3388e-04  1.4357e-04  1.3476e-04  1.3027e-04  1.3621e-04  1.2871e-04  1.3982e-04
  1.8001e-04  1.8001e-04  1.7502e-04  1.7656e-04  1.9019e-04  2.0041e-04  2.0986e-04  2.0985e-04  2.0654e-04  2.0040e-04  1.9018e-04  2.0983e-04  2.0529e-04  2.0649e-04  2.0649e-04  1.9006e-04  2.0512e-04  2.0838e-04  1.9328e-04  1.9328e-04  2.0139e-04  2.1405e-04  1.7860e-04  2.1408e-04  1.7831e-04  1.7444e-04  1.7401e-04  1.9607e-04  1.9531e-04  1.8676e-04  1.8586e-04  1.6978e-04  1.6651e-04  1.7471e-04  1.7364e-04  1.7082e-04  1.6900e-04  1.6304e-04  1.9156e-04  1.6552e-04  1.5573e-04  1.7132e-04  1.9044e-04  1.4937e-04  1.6334e-04  1.4718e-04  1.9154e-04  1.5729e-04  1.4737e-04  1.7684e-04  1.6385e-04  1.4138e-04  1.8485e-04  1.5078e-04  1.6082e-04  1.6871e-04  1.4651e-04  1.5941e-04  1.6171e-04  1.6770e-04  1.5255e-04  1.5611e-04  1.6019e-04  1.5566e-04  1.3527e-04  1.2657e-04  1.6139e-04  1.4061e-04  1.4325e-04  1.5013e-04  1.3639e-04  1.4568e-04  1.3492e-04  1.4561e-04  1.4082e-04  1.3348e-04  1.4530e-04  1.3183e-04  1.2743e-04  1.3858e-04  1.3412e-04
  1.7723e-04  1.7723e-04  1.7467e-04  1.8575e-04  1.8899e-04  1.8899e-04  1.9093e-04  1.9093e-04  1.9071e-04  1.9261e-04  1.8575e-04  1.8379e-04  1.8899e-04  1.9066e-04  1.9067e-04  1.8369e-04  1.8369e-04  1.8893e-04  1.5935e-04  1.9063e-04  1.8195e-04  1.8268e-04  1.8662e-04  1.8767e-04  1.8781e-04  1.8191e-04  1.9750e-04  1.9698e-04  1.9635e-04  1.9101e-04  1.6758e-04  1.6670e-04  1.6727e-04  1.6482e-04  1.6383e-04  2.0112e-04  2.0051e-04  1.8019e-04  1.9231e-04  1.5471e-04  1.7010e-04  1.5614e-04  1.8686e-04  1.6213e-04  1.4919e-04  2.0004e-04  1.5618e-04  1.6595e-04  1.7457e-04  1.6255e-04  1.3817e-04  1.7611e-04  1.4967e-04  1.5962e-04  1.6742e-04  1.4540e-04  1.5819e-04  1.4936e-04  1.6247e-04  1.5134e-04  1.4169e-04  1.3117e-04  1.5441e-04  1.3554e-04  1.2555e-04  1.5222e-04  1.3936e-04  1.4208e-04  1.4314e-04  1.5855e-04  1.4445e-04  1.3579e-04  1.4729e-04  1.3959e-04  1.3229e-04  1.1392e-04  1.3064e-04  1.2510e-04  1.1354e-04  1.3291e-04  1.2459e-04
  1.8590e-04  1.8072e-04  1.8072e-04  1.6754e-04  1.7002e-04  1.6755e-04  1.6755e-04  1.7103e-04  1.7421e-04  1.7268e-04  1.6753e-04  1.9910e-04  1.7100e-04  1.7100e-04  1.7263e-04  1.9895e-04  1.9379e-04  1.7257e-04  1.7253e-04  1.6944e-04  1.6940e-04  1.9239e-04  2.0003e-04  1.9680e-04  1.8830e-04  1.8790e-04  1.8745e-04  1.8693e-04  2.0181e-04  2.0107e-04  2.0084e-04  2.0767e-04  1.9870e-04  1.9751e-04  1.9097e-04  1.9499e-04  1.8884e-04  1.6326e-04  1.5012e-04  1.6428e-04  1.5507e-04  1.8559e-04  1.5828e-04  1.4511e-04  1.9866e-04  1.6502e-04  1.7113e-04  1.7327e-04  1.8385e-04  1.6373e-04  1.7481e-04  1.4777e-04  1.6472e-04  1.6614e-04  1.4428e-04  1.5696e-04  1.5733e-04  1.6120e-04  1.5655e-04  1.3767e-04  1.3014e-04  1.4886e-04  1.3290e-04  1.2454e-04  1.5872e-04  1.3811e-04  1.4657e-04  1.4186e-04  1.3437e-04  1.3927e-04  1.3233e-04  1.4604e-04  1.3280e-04  1.2769e-04  1.1292e-04  1.4203e-04  1.0394e-04  1.1254e-04  1.2776e-04  1.0799e-04  1.0730e-04
  1.6630e-04  1.6367e-04  2.0338e-04  1.9799e-04  1.9799e-04  1.9338e-04  1.6506e-04  2.0160e-04  1.6507e-04  2.0337e-04  1.9104e-04  2.0864e-04  2.0155e-04  2.0154e-04  1.9095e-04  2.0800e-04  1.9129e-04  1.6988e-04  1.7441e-04  1.7635e-04  1.8565e-04  1.6869e-04  1.6694e-04  1.6681e-04  1.6189e-04  1.6766e-04  1.6723e-04  1.7650e-04  1.7531e-04  1.6940e-04  1.6853e-04  1.6837e-04  1.6658e-04  1.6553e-04  2.0125e-04  1.6337e-04  1.8969e-04  1.5269e-04  1.6766e-04  1.4996e-04  2.0055e-04  1.5704e-04  1.4408e-04  1.8753e-04  1.5395e-04  1.6990e-04  1.7694e-04  1.4996e-04  1.6250e-04  1.5317e-04  1.4124e-04  1.6348e-04  1.6151e-04  1.6702e-04  1.5574e-04  1.5603e-04  1.5994e-04  1.5530e-04  1.3652e-04  1.2639e-04  1.6070e-04  1.3173e-04  1.2159e-04  1.4962e-04  1.3688e-04  1.3973e-04  1.4058e-04  1.4805e-04  1.3807e-04  1.3104e-04  1.4188e-04  1.3713e-04  1.2638e-04  1.1433e-04  1.2988e-04  1.0295e-04  1.2582e-04  1.2556e-04  1.0681e-04  1.0456e-04  1.2725e-04
  1.6167e-04  1.8214e-04  1.7590e-04  1.8198e-04  1.8103e-04  1.8271e-04  1.5377e-04  1.8274e-04  1.5380e-04  1.7590e-04  1.7581e-04  1.5219e-04  1.5220e-04  1.5376e-04  1.8433e-04  1.6717e-04  1.7659e-04  1.7661e-04  1.7375e-04  1.7384e-04  1.6635e-04  1.7061e-04  1.7081e-04  1.6762e-04  1.6771e-04  1.6773e-04  1.8275e-04  1.6489e-04  1.8842e-04  1.6167e-04  1.9936e-04  1.6027e-04  1.5945e-04  1.5408e-04  1.5763e-04  1.5219e-04  1.4810e-04  1.6183e-04  1.5293e-04  1.8306e-04  1.6621e-04  1.7179e-04  1.8620e-04  1.5283e-04  1.6236e-04  1.7066e-04  1.4885e-04  1.6560e-04  1.6392e-04  1.4019e-04  1.6085e-04  1.4208e-04  1.6575e-04  1.5111e-04  1.4141e-04  1.5869e-04  1.5405e-04  1.3537e-04  1.2538e-04  1.5937e-04  1.3929e-04  1.4171e-04  1.4832e-04  1.3512e-04  1.4412e-04  1.3931e-04  1.3170e-04  1.3686e-04  1.2900e-04  1.4064e-04  1.3591e-04  1.2832e-04  1.1094e-04  1.2868e-04  1.0909e-04  1.0640e-04  1.2432e-04  1.0364e-04  1.2295e-04  1.2600e-04  9.5881e-05
  1.6772e-04  1.9915e-04  1.9190e-04  1.6443e-04  1.9186e-04  1.9186e-04  1.6808e-04  1.9372e-04  1.6811e-04  1.9415e-04  1.9420e-04  1.6646e-04  1.6646e-04  1.6360e-04  1.6360e-04  1.9437e-04  1.9883e-04  1.9982e-04  1.8245e-04  1.9732e-04  1.9759e-04  1.9280e-04  1.9243e-04  1.9288e-04  1.9233e-04  1.9176e-04  1.9116e-04  2.0353e-04  1.7922e-04  1.7846e-04  1.8792e-04  1.7676e-04  1.7579e-04  1.6803e-04  1.7363e-04  1.6576e-04  1.6060e-04  1.4785e-04  1.9778e-04  1.5458e-04  1.4201e-04  1.7778e-04  1.5105e-04  1.6117e-04  1.6937e-04  1.7988e-04  1.6005e-04  1.6262e-04  1.6772e-04  1.5331e-04  1.4089e-04  1.3012e-04  1.6469e-04  1.4027e-04  1.2990e-04  1.4857e-04  1.3423e-04  1.2436e-04  1.5804e-04  1.3804e-04  1.4054e-04  1.4151e-04  1.3446e-04  1.4290e-04  1.3430e-04  1.4555e-04  1.3567e-04  1.2847e-04  1.3939e-04  1.3082e-04  1.2700e-04  1.0995e-04  1.3814e-04  1.0096e-04  1.0542e-04  1.2804e-04  9.7880e-05  1.2178e-04  1.1414e-04  1.1505e-04  1.2199e-04
  1.9023e-04  1.6718e-04  2.0128e-04  1.6718e-04  1.7421e-04  1.7402e-04  1.8762e-04  1.7623e-04  1.6709e-04  1.6347e-04  1.6354e-04  1.7385e-04  1.7399e-04  1.6825e-04  1.7299e-04  1.8041e-04  1.8043e-04  1.5615e-04  1.7282e-04  1.7233e-04  1.7492e-04  1.7675e-04  1.6128e-04  1.6119e-04  1.6105e-04  1.6734e-04  1.6539e-04  1.6491e-04  1.8990e-04  1.9919e-04  1.8827e-04  1.8732e-04  1.5423e-04  1.8519e-04  1.5232e-04  1.5131e-04  1.4385e-04  1.9638e-04  1.6358e-04  1.6933e-04  1.8354e-04  1.5061e-04  1.6647e-04  1.6506e-04  1.7856e-04  1.5882e-04  1.4969e-04  1.3809e-04  1.5210e-04  1.4228e-04  1.3172e-04  1.6335e-04  1.4427e-04  1.4568e-04  1.4733e-04  1.3167e-04  1.2148e-04  1.5671e-04  1.3680e-04  1.3937e-04  1.4023e-04  1.3312e-04  1.3780e-04  1.3093e-04  1.4430e-04  1.3141e-04  1.2637e-04  1.3815e-04  1.3347e-04  1.2568e-04  1.0729e-04  1.3685e-04  9.9973e-05  1.2239e-04  1.2184e-04  9.6883e-05  1.2405e-04  1.1498e-04  1.1390e-04  1.1922e-04  1.0828e-04
